0,002;0,272243091;0,071930558
0,003;0,220837456;0,028953633
0,006;0,189306523;0,00796024
0,013;0,183314848;0,01046178
0,025;0,177758423;0,008272965
0,05;0,171831291;0,006553343
0,1;0,181045078;0,009444463
