0.00390625,0.181231929867,0.00443624330952
0.0078125,0.184137100473,0.00731771631404
0.015625,0.180743800538,0.00247599185222
0.03125,0.184459957348,0.00443796484008
0.0625,0.185328863593,0.00589857317295
0.125,0.179828674622,0.00669425227226
0.25,0.179352252265,0.00485649373494
0.5,0.177175154402,0.0058625106121
1.0,0.174708923098,0.00507616801721
2.0,0.1725160022,0.00523269090258
4.0,0.175077899689,0.00789093244583
8.0,0.186272039093,0.00553647094489
16.0,0.206286738109,0.00499720571928
32.0,0.237348411925,0.0102477868297
64.0,0.240809484995,0.00682282250334
128.0,0.240809711308,0.00666011889316
256.0,0.240809456706,0.00756403708858
