0.00390625,0.213876076023,0.0215361153101
0.0078125,0.201621672542,0.0282249160815
0.015625,0.230737613713,0.043836228216
0.03125,0.202911372519,0.0189902588209
0.0625,0.197568636895,0.0258469097066
0.125,0.219373449286,0.0381581059928
0.25,0.221309008229,0.0369488417928
0.5,0.244857918948,0.0704597130539
1.0,0.218022692006,0.026785547466
2.0,0.208655926491,0.0222064154117
4.0,0.164060964138,0.00730099389592
8.0,0.162986204727,0.00562572524854
16.0,0.169221055915,0.00870372215022
32.0,0.183163969647,0.00560514054583
64.0,0.228249097201,0.00903244481071
128.0,0.24080995648,0.00725630509038
